latitude,longitude,date,utc_time,altitude,speed,course,signal_quality,distance
37.996399,23.818931,060225,11:00AM,287,0.28,0.0,19,73.76
37.996401,23.818933,060225,11:00AM,285,0.7,0.0,23,72.86
37.996403,23.818935,060225,11:00AM,286,0.63,0.0,22,71.97
37.996405,23.818937,060225,11:00AM,287,0.96,0.0,21,71.17
37.996407,23.818939,060225,11:00AM,285,0.13,0.0,19,69.98
37.996408,23.81894,060225,11:00AM,287,0.76,0.0,22,68.54
37.99641,23.818942,060225,11:00AM,286,0.27,0.0,21,67.25
37.996412,23.818944,060225,11:00AM,285,0.53,0.0,20,65.85
37.996414,23.818946,060225,11:00AM,285,0.87,0.0,23,65.33
37.996416,23.818948,060225,11:00AM,285,0.71,0.0,22,63.95
37.996417,23.818949,060225,11:00AM,286,0.07,0.0,20,62.5
37.996419,23.818951,060225,11:00AM,285,0.84,0.0,19,61.03
37.996421,23.818953,060225,11:00AM,285,0.26,0.0,19,60.3
37.996423,23.818955,060225,11:00AM,286,0.5,0.0,22,59.15
37.996425,23.818957,060225,11:00AM,285,0.2,0.0,21,58.53
37.996426,23.818958,060225,11:00AM,287,0.14,0.0,20,57.14
37.996428,23.81896,060225,11:00AM,287,0.99,0.0,19,56.0
37.99643,23.818962,060225,11:00AM,286,0.29,0.0,21,55.48
37.996432,23.818964,060225,11:00AM,287,0.97,0.0,22,54.38
37.996434,23.818966,060225,11:00AM,285,0.99,0.0,21,53.14
37.996435,23.818967,060225,11:00AM,285,0.85,0.0,23,52.44
37.996437,23.818969,060225,11:00AM,287,0.33,0.0,22,51.15
37.996439,23.818971,060225,11:00AM,287,0.8,0.0,22,50.43
37.996441,23.818973,060225,11:00AM,286,0.54,0.0,19,48.98
37.996443,23.818975,060225,11:00AM,287,0.62,0.0,21,47.73
37.996444,23.818976,060225,11:00AM,285,0.51,0.0,20,46.46
37.996446,23.818978,060225,11:00AM,285,0.76,0.0,23,45.27
37.996448,23.81898,060225,11:00AM,287,0.11,0.0,22,44.31
37.99645,23.818982,060225,11:00AM,286,0.52,0.0,22,42.81
37.996452,23.818984,060225,11:00AM,286,0.36,0.0,20,42.1
37.996453,23.818985,060225,11:00AM,287,0.38,0.0,21,40.63
37.996455,23.818987,060225,11:00AM,285,0.38,0.0,23,39.26
37.996457,23.818989,060225,11:00AM,285,0.57,0.0,23,38.54
37.996459,23.818991,060225,11:01AM,286,0.98,0.0,22,37.45
37.996461,23.818993,060225,11:01AM,285,0.56,0.0,19,35.95
37.996462,23.818994,060225,11:01AM,286,0.6,0.0,20,34.87
37.996464,23.818996,060225,11:01AM,285,0.56,0.0,22,33.92
37.996466,23.818998,060225,11:01AM,285,0.13,0.0,20,32.87
37.996468,23.819,060225,11:01AM,286,0.02,0.0,22,31.57
37.99647,23.819002,060225,11:01AM,287,0.89,0.0,20,30.29
37.996471,23.819003,060225,11:01AM,287,0.64,0.0,21,29.19
37.996473,23.819005,060225,11:01AM,287,0.87,0.0,23,27.93
37.996475,23.819007,060225,11:01AM,285,0.98,0.0,20,26.99
37.996477,23.819009,060225,11:01AM,286,0.21,0.0,22,25.94
37.996479,23.819011,060225,11:01AM,287,0.34,0.0,23,24.92
37.99648,23.819012,060225,11:01AM,287,0.24,0.0,22,24.38
37.996482,23.819014,060225,11:01AM,287,0.95,0.0,19,23.08
37.996484,23.819016,060225,11:01AM,287,0.89,0.0,21,21.98
37.996486,23.819018,060225,11:01AM,287,0.93,0.0,22,21.24
37.996488,23.81902,060225,11:01AM,287,0.8,0.0,20,20.48
37.996489,23.819021,060225,11:01AM,286,0.24,0.0,22,19.63
37.996491,23.819023,060225,11:01AM,285,0.01,0.0,22,20.68
37.996493,23.819025,060225,11:01AM,286,0.62,0.0,23,20.17
37.996495,23.819027,060225,11:01AM,286,0.56,0.0,19,19.57
37.996497,23.819029,060225,11:01AM,285,0.16,0.0,22,20.53
37.996498,23.81903,060225,11:01AM,287,0.42,0.0,21,19.83
37.9965,23.819032,060225,11:01AM,285,0.94,0.0,19,20.63
37.996502,23.819034,060225,11:01AM,287,0.99,0.0,22,19.46
37.996504,23.819036,060225,11:01AM,287,0.71,0.0,20,20.78
37.996506,23.819038,060225,11:01AM,285,0.61,0.0,19,20.27
37.996507,23.819039,060225,11:01AM,287,0.42,0.0,20,19.63
37.996509,23.819041,060225,11:01AM,285,0.75,0.0,20,20.15
37.996511,23.819043,060225,11:01AM,285,0.11,0.0,23,19.57
37.996513,23.819045,060225,11:01AM,286,0.05,0.0,21,20.95
37.996515,23.819047,060225,11:01AM,287,0.92,0.0,22,19.76
37.996516,23.819048,060225,11:01AM,286,0.67,0.0,22,20.32
37.996518,23.81905,060225,11:01AM,286,0.19,0.0,20,19.22
37.99652,23.819052,060225,11:01AM,287,0.15,0.0,21,20.35
37.996522,23.819054,060225,11:01AM,287,0.36,0.0,23,19.56
37.996524,23.819056,060225,11:01AM,287,0.8,0.0,19,20.78
37.996525,23.819057,060225,11:01AM,285,0.81,0.0,21,20.05
37.996527,23.819059,060225,11:01AM,286,0.48,0.0,22,18.81
37.996529,23.819061,060225,11:01AM,287,0.12,0.0,21,20.31
37.996531,23.819063,060225,11:01AM,287,0.78,0.0,23,19.48
37.996529,23.819065,060225,11:01AM,287,0.98,0.0,22,20.59
37.996527,23.819066,060225,11:01AM,286,0.34,0.0,22,19.84
37.996525,23.819068,060225,11:01AM,286,0.37,0.0,20,21.0
37.996524,23.81907,060225,11:01AM,285,0.82,0.0,23,19.8
37.996522,23.819072,060225,11:01AM,286,0.32,0.0,19,20.42
37.99652,23.819074,060225,11:01AM,287,0.75,0.0,20,18.99
37.996518,23.819075,060225,11:01AM,286,0.76,0.0,21,19.49
37.996516,23.819077,060225,11:01AM,286,0.06,0.0,23,20.25
37.996515,23.819079,060225,11:01AM,286,0.1,0.0,23,19.71
37.996513,23.819081,060225,11:01AM,286,0.74,0.0,23,20.32
37.996511,23.819083,060225,11:01AM,286,0.05,0.0,20,18.91
37.996509,23.819084,060225,11:01AM,287,0.87,0.0,22,20.38
37.996507,23.819086,060225,11:01AM,286,0.68,0.0,23,19.27
37.996506,23.819088,060225,11:01AM,285,0.03,0.0,19,20.57
37.996504,23.81909,060225,11:01AM,287,0.54,0.0,19,20.01
37.996502,23.819092,060225,11:01AM,285,0.94,0.0,21,19.03
37.9965,23.819093,060225,11:01AM,286,0.14,0.0,21,19.93
37.996498,23.819095,060225,11:01AM,286,0.72,0.0,20,21.32
37.996497,23.819097,060225,11:01AM,287,0.94,0.0,19,20.24
37.996495,23.819099,060225,11:02AM,287,0.26,0.0,23,19.59
37.996493,23.819101,060225,11:02AM,287,0.64,0.0,22,20.35
37.996491,23.819102,060225,11:02AM,286,0.76,0.0,22,19.68
37.996489,23.819101,060225,11:02AM,285,0.52,0.0,20,20.24
37.996488,23.819099,060225,11:02AM,285,0.96,0.0,19,19.26
37.996486,23.819097,060225,11:02AM,287,0.18,0.0,20,20.04
37.996484,23.819095,060225,11:02AM,286,0.35,0.0,23,18.84
37.996482,23.819093,060225,11:02AM,286,0.18,0.0,22,20.03
37.99648,23.819092,060225,11:02AM,286,0.59,0.0,19,18.56
37.996479,23.81909,060225,11:02AM,287,0.44,0.0,23,19.25
37.996477,23.819088,060225,11:02AM,287,0.09,0.0,20,20.01
37.996475,23.819086,060225,11:02AM,286,0.4,0.0,23,19.41
37.996473,23.819084,060225,11:02AM,285,0.46,0.0,19,20.32
37.996471,23.819083,060225,11:02AM,287,0.94,0.0,22,19.53
37.99647,23.819081,060225,11:02AM,286,0.85,0.0,21,20.27
37.996468,23.819079,060225,11:02AM,287,0.63,0.0,22,18.93
37.996466,23.819077,060225,11:02AM,287,0.09,0.0,22,19.55
37.996464,23.819075,060225,11:02AM,285,0.82,0.0,19,20.63
37.996462,23.819074,060225,11:02AM,285,0.44,0.0,20,19.76
37.996461,23.819072,060225,11:02AM,287,0.17,0.0,19,20.37
37.996459,23.81907,060225,11:02AM,287,0.39,0.0,19,19.78
37.996457,23.819068,060225,11:02AM,286,0.83,0.0,22,20.48
37.996455,23.819066,060225,11:02AM,287,0.52,0.0,21,19.73
37.996453,23.819065,060225,11:02AM,285,0.17,0.0,23,20.62
37.996452,23.819063,060225,11:02AM,287,0.41,0.0,22,19.74
37.99645,23.819061,060225,11:02AM,285,0.15,0.0,19,20.52
37.996448,23.819059,060225,11:02AM,286,0.52,0.0,19,19.88
37.996446,23.819057,060225,11:02AM,286,0.83,0.0,19,20.72
37.996444,23.819056,060225,11:02AM,287,0.7,0.0,20,19.77
37.996443,23.819054,060225,11:02AM,286,0.15,0.0,22,20.44
37.996441,23.819052,060225,11:02AM,286,0.58,0.0,19,19.79
37.996439,23.81905,060225,11:02AM,286,0.12,0.0,20,20.45
37.996437,23.819048,060225,11:02AM,285,0.11,0.0,22,19.88
37.996435,23.819047,060225,11:02AM,286,0.67,0.0,19,21.14
37.996434,23.819045,060225,11:02AM,287,0.44,0.0,22,19.95
37.996432,23.819043,060225,11:02AM,287,0.82,0.0,19,20.46
37.99643,23.819041,060225,11:02AM,285,0.79,0.0,22,19.11
37.996428,23.819039,060225,11:02AM,286,0.65,0.0,22,20.32
37.996426,23.819038,060225,11:02AM,285,0.68,0.0,23,19.36
37.996425,23.819036,060225,11:02AM,285,0.91,0.0,19,20.06
37.996423,23.819034,060225,11:02AM,286,0.3,0.0,22,18.6
37.996421,23.819032,060225,11:02AM,286,0.43,0.0,23,19.31
37.996419,23.81903,060225,11:02AM,286,0.35,0.0,19,20.14
37.996417,23.819029,060225,11:02AM,286,0.09,0.0,19,18.82
37.996416,23.819027,060225,11:02AM,287,0.14,0.0,22,20.2
37.996414,23.819025,060225,11:02AM,285,0.12,0.0,23,19.56
37.996412,23.819023,060225,11:02AM,286,0.29,0.0,23,20.39
37.99641,23.819021,060225,11:02AM,286,0.94,0.0,23,19.41
37.996408,23.81902,060225,11:02AM,287,0.02,0.0,20,20.52
37.996407,23.819018,060225,11:02AM,285,0.87,0.0,22,19.71
37.996405,23.819016,060225,11:02AM,287,0.69,0.0,19,20.8
37.996403,23.819014,060225,11:02AM,286,0.59,0.0,23,20.14
37.996401,23.819012,060225,11:02AM,287,0.1,0.0,19,18.85
37.996399,23.819011,060225,11:02AM,286,0.26,0.0,19,20.1
37.996398,23.819009,060225,11:02AM,285,0.97,0.0,22,18.7
37.996396,23.819007,060225,11:02AM,286,0.99,0.0,19,19.52
37.996394,23.819005,060225,11:02AM,285,0.27,0.0,21,20.78
37.996392,23.819003,060225,11:02AM,286,0.33,0.0,19,19.76
37.99639,23.819002,060225,11:02AM,287,0.01,0.0,20,20.42
37.996389,23.819,060225,11:02AM,286,0.53,0.0,19,19.12
37.996387,23.818998,060225,11:03AM,285,0.41,0.0,21,19.69
37.996385,23.818996,060225,11:03AM,285,0.19,0.0,23,20.66
37.996383,23.818994,060225,11:03AM,285,0.59,0.0,22,19.57
37.996381,23.818993,060225,11:03AM,285,0.92,0.0,20,20.74
37.99638,23.818991,060225,11:03AM,285,0.91,0.0,21,19.49
37.996378,23.818989,060225,11:03AM,287,0.81,0.0,19,20.9
37.996376,23.818987,060225,11:03AM,285,0.34,0.0,22,20.09
37.996374,23.818985,060225,11:03AM,285,0.78,0.0,20,18.91
37.996372,23.818984,060225,11:03AM,287,0.14,0.0,22,19.74
37.996371,23.818982,060225,11:03AM,286,0.02,0.0,22,20.32
37.996369,23.81898,060225,11:03AM,286,0.25,0.0,19,19.79
37.996367,23.818978,060225,11:03AM,286,0.85,0.0,22,20.8
37.996365,23.818976,060225,11:03AM,287,0.85,0.0,21,20.21
37.996363,23.818975,060225,11:03AM,286,0.29,0.0,22,18.94
37.996362,23.818973,060225,11:03AM,285,0.98,0.0,19,20.24
37.99636,23.818971,060225,11:03AM,285,0.29,0.0,21,19.31
37.996358,23.818969,060225,11:03AM,286,0.7,0.0,23,19.84
37.996356,23.818967,060225,11:03AM,287,0.64,0.0,21,20.98
37.996354,23.818966,060225,11:03AM,285,0.57,0.0,19,20.25
37.996353,23.818964,060225,11:03AM,285,0.35,0.0,19,19.52
37.996351,23.818962,060225,11:03AM,286,0.5,0.0,23,20.58
